,Phylum,Class,Order,Family,Genus,Species
otu2910,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2911,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2912,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu2913,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Paludibacter,
otu2914,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,,
otu2915,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_psychrophilum
otu2916,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2917,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Leuconostoc,
otu2918,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,,
otu2919,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
otu292,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,s:Flectobacillus_sp._GC5
otu2920,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,,,
otu2921,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2922,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2923,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2924,p:Proteobacteria,,,,,
otu2925,p:Proteobacteria,,,,,
otu2926,p:Proteobacteria,,,,,
otu2927,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
otu2928,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Raoultella,s:Klebsiella_oxytoca
otu2929,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
otu293,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2930,p:Cyanobacteria,c:Chloroplast,,,,
otu2931,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu2932,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
otu2933,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2934,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
otu2935,p:Proteobacteria,,,,,
otu2936,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2937,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2938,p:Proteobacteria,,,,,
otu2939,p:Cyanobacteria,c:Chloroplast,,,,
otu294,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Vogesella,
otu2940,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2941,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2942,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,
otu2943,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,
otu2944,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2945,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
otu2946,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,
otu2947,p:Proteobacteria,,,,,
otu2948,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2949,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu295,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2950,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
otu2951,p:Proteobacteria,c:Betaproteobacteria,,,,
otu2952,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu2953,p:Gracilibacteria,,,,,
otu2954,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
otu2955,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,s:Bacteroidetes_bacterium_L2-109
otu2956,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2957,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2958,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
otu2959,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
otu296,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
otu2960,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:7B-8,,
otu2961,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2962,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
otu2963,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Prosthecobacter,
otu2964,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Variovorax,
otu2965,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,
otu2966,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2967,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
otu2968,,,,,,
otu2969,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,
otu297,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,,
otu2970,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,,
otu2971,,,,,,
otu2972,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu2973,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Burkholderia,
otu2974,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2975,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2976,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2977,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,s:beta_proteobacterium_SCGC_AAA024-K11
otu2978,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu2979,p:TM6,,,,,
otu298,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
otu2980,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2981,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2982,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2983,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2984,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2985,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
otu2986,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2987,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2988,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2989,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
otu299,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2990,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2991,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pir4_lineage,
otu2992,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
otu2993,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
otu2994,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu2995,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2996,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Marinobacter,s:Marinobacter_sp._SA005
otu2997,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2998,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
otu2999,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu3,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu30,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu300,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Deefgea,s:Deefgea_rivuli
otu3000,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
otu3001,p:Firmicutes,c:Bacilli,o:Bacillales,f:Family_XI,g:Gemella,
otu3002,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu3003,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3004,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu3005,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,s:Candidatus_Rhabdochlamydia_porcellionis
otu3006,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu3007,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu3008,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,s:Paenibacillus_pectinilyticus
otu3009,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Dokdonella,
otu301,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3010,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
otu3011,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:DA101_soil_group,,
otu3012,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu3013,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3014,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu3015,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,
otu3016,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
otu3017,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
otu3018,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu3019,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu302,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3020,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu3021,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3022,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu3023,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,,,
otu3024,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu3025,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3026,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu3027,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu3028,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3029,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu303,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3030,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,
otu3031,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,g:Gaiella,
otu3032,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu3033,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:0319-6M6,,
otu3034,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu3035,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3036,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3037,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu3038,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3039,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu304,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3040,p:TM6,,,,,
otu3041,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
otu3042,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3043,p:Planctomycetes,c:Phycisphaerae,o:CPla-3_termite_group,,,
otu3044,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3045,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,,
otu3046,p:Proteobacteria,c:Gammaproteobacteria,,,,
otu3047,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
otu3048,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
otu3049,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,g:Lewinella,s:Lewinella_marina
otu305,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Actimicrobium,
otu3050,p:Acidobacteria,c:Subgroup_22,,,,
otu3051,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cyclobacteriaceae,,
otu3052,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3053,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu3054,p:Planctomycetes,c:OM190,,,,
otu3055,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3056,,,,,,
otu3057,,,,,,
otu3058,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
otu3059,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:GR-WP33-58,,
otu306,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3060,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade,,,
otu3061,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Salinimonas,
otu3062,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu3063,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_sp._HME6308
otu3064,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Marinobacter,s:Marinobacter_sp._SA005
otu3065,,,,,,
otu3066,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Pseudoalteromonadaceae,g:Pseudoalteromonas,
otu3067,p:Planctomycetes,c:OM190,,,,
otu3068,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu3069,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu307,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,
otu3070,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Salinimicrobium,
otu3071,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,,
otu3072,p:Proteobacteria,c:Gammaproteobacteria,o:Cellvibrionales,f:BD2-7,,
otu3073,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Microbacter,
otu3074,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu3075,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3076,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu3077,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:vadinBC27_wastewater-sludge_group,
otu3078,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,
otu3079,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu308,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Schlesneria,
otu3080,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,
otu3081,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu3082,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
otu3083,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Paucimonas,
otu3084,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:KD1-131,,
otu3085,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
otu3086,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3087,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu3088,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3089,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu309,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,
otu3090,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Schlesneria,
otu3091,p:Proteobacteria,c:Betaproteobacteria,o:TRA3-20,,,
otu3092,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu3093,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Sporosarcina,
otu3094,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3095,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
otu3096,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
otu3097,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,,,
otu3098,p:Proteobacteria,c:Betaproteobacteria,,,,
otu3099,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu31,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu310,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3100,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3101,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Pantoea,
otu3102,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,
otu3103,p:Proteobacteria,,,,,
otu3104,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
otu3105,,,,,,
otu3106,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu3107,p:Proteobacteria,,,,,
otu3108,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu3109,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu311,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3110,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Paludibacter,
otu3111,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu3112,,,,,,
otu3113,p:Bacteroidetes,c:WCHB1-32,,,,
otu3114,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Sulfuritalea,
otu3115,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
otu3116,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,
otu3117,p:Firmicutes,c:Bacilli,o:Bacillales,f:Staphylococcaceae,g:Staphylococcus,
otu3118,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Chitinophaga,
otu3119,p:Proteobacteria,,,,,
otu312,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,,
otu3120,p:Proteobacteria,,,,,
otu3121,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Alkanindiges,
otu3122,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu3123,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes,
otu3124,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu3125,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:LiUU-11-161,,
otu3126,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
otu3127,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3128,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3129,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,
otu313,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
otu3130,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu3131,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Vitreoscilla,s:Neisseria_sp._Z_S_TSA_1
otu3132,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu3133,p:Proteobacteria,,,,,
otu3134,p:Proteobacteria,,,,,
otu3135,p:Proteobacteria,,,,,
otu3136,p:Proteobacteria,,,,,
otu3137,p:Proteobacteria,,,,,
otu3138,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu3139,,,,,,
otu314,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Mesonia,
otu3140,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu3141,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,,,
otu3142,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu3143,p:Proteobacteria,,,,,
otu3144,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu3145,p:Proteobacteria,,,,,
otu3146,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu3147,p:Proteobacteria,,,,,
otu3148,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu3149,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
otu315,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu3150,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_megaterium
otu3151,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
otu3152,p:Cyanobacteria,c:Chloroplast,,,,
otu3153,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
otu3154,p:Cyanobacteria,c:Chloroplast,,,,
otu3155,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,
otu3156,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu3157,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,
otu3158,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Prosthecomicrobium,s:Starkeya_sp._LSJ-3
otu3159,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu316,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
